customerID,tenure,MonthlyCharges,Contract,TechSupport,OnlineSecurity,Churn_Probability,Risk_Level,Recommended_Action
4060-LDNLU,7,96.2,Month-to-month,No,No,0.33,Medium Risk,🎯 Assign dedicated support agent
3589-PPVKW,9,44.4,Month-to-month,No,No,0.09,Low Risk,🔒 Offer OnlineSecurity add-on
5887-IKKYO,58,94.35,Two year,Yes,No,0.1,Low Risk,🔒 Offer OnlineSecurity add-on
1755-RMCXH,2,20.3,Month-to-month,No internet service,No internet service,0.01,Low Risk,📧 Send re-engagement email
3858-XHYJO,40,105.75,One year,No,Yes,0.13,Low Risk,🎯 Assign dedicated support agent
4299-SIMNS,9,81.15,Month-to-month,No,Yes,0.21,Low Risk,🎯 Assign dedicated support agent
7025-IWFHT,41,89.55,One year,Yes,No,0.05,Low Risk,🔒 Offer OnlineSecurity add-on
6261-LHRTG,26,54.75,Month-to-month,No,No,0.06,Low Risk,🔒 Offer OnlineSecurity add-on
7841-FCRQD,33,53.75,One year,Yes,No,0.11,Low Risk,🔒 Offer OnlineSecurity add-on
2056-EVGZL,68,105.75,One year,Yes,No,0.05,Low Risk,🔒 Offer OnlineSecurity add-on
8777-MBMTS,65,105.85,Two year,Yes,No,0.03,Low Risk,🔒 Offer OnlineSecurity add-on
7753-USQYQ,55,64.2,One year,Yes,No,0.04,Low Risk,🔒 Offer OnlineSecurity add-on
7661-CPURM,19,87.7,One year,Yes,No,0.05,Low Risk,🔒 Offer OnlineSecurity add-on
6233-HXJMX,45,89.3,Month-to-month,No,No,0.13,Low Risk,🎯 Assign dedicated support agent
5902-WBLSE,70,20.15,Two year,No internet service,No internet service,0.0,,✅ Monitor
3239-TPHPZ,12,20.05,Two year,No internet service,No internet service,0.0,,✅ Monitor
5115-GZDEL,72,67.2,Two year,Yes,Yes,0.0,,✅ Monitor
3338-CVVEH,12,94.55,Month-to-month,No,No,0.56,Medium Risk,🎯 Assign dedicated support agent
2615-YVMYX,71,107.5,Month-to-month,No,Yes,0.12,Low Risk,🎯 Assign dedicated support agent
2851-STERV,35,73.0,One year,Yes,No,0.12,Low Risk,🔒 Offer OnlineSecurity add-on
4393-GEADV,70,114.75,Two year,Yes,Yes,0.01,Low Risk,✅ Monitor
8486-AYEQH,31,76.05,Month-to-month,No,No,0.09,Low Risk,🔒 Offer OnlineSecurity add-on
5419-JKZNQ,30,77.9,Month-to-month,No,No,0.07,Low Risk,🔒 Offer OnlineSecurity add-on
2495-KZNFB,33,90.65,Month-to-month,No,Yes,0.12,Low Risk,🎯 Assign dedicated support agent
1409-PHXTF,54,110.45,Two year,Yes,No,0.07,Low Risk,🔒 Offer OnlineSecurity add-on
4560-WQAQW,59,68.7,One year,Yes,Yes,0.01,Low Risk,✅ Monitor
9591-YVTEB,55,44.85,Month-to-month,No,Yes,0.1,Low Risk,💰 Offer annual plan discount
9309-BZGNT,69,29.8,One year,No,No,0.03,Low Risk,🔒 Offer OnlineSecurity add-on
4274-DRSQT,66,88.9,One year,No,No,0.01,Low Risk,🎯 Assign dedicated support agent
2027-DNKIV,37,58.75,One year,Yes,Yes,0.0,,✅ Monitor
8075-GXIUB,9,19.85,One year,No internet service,No internet service,0.04,Low Risk,✅ Monitor
2885-HIJDH,69,86.9,Two year,Yes,Yes,0.06,Low Risk,✅ Monitor
5424-RLQLC,10,59.65,Month-to-month,No,No,0.06,Low Risk,🔒 Offer OnlineSecurity add-on
6507-DTJZV,13,66.4,Month-to-month,No,No,0.1,Low Risk,🔒 Offer OnlineSecurity add-on
7673-BQGKU,69,20.15,Two year,No internet service,No internet service,0.0,,✅ Monitor
6723-WSNTY,66,108.1,One year,Yes,No,0.06,Low Risk,🔒 Offer OnlineSecurity add-on
2725-IWWBA,46,56.9,One year,Yes,Yes,0.02,Low Risk,✅ Monitor
1061-PNTHC,56,109.6,Month-to-month,Yes,Yes,0.04,Low Risk,💰 Offer annual plan discount
0394-YONDK,70,25.15,Two year,No internet service,No internet service,0.0,,✅ Monitor
6574-MCOEH,33,79.15,One year,Yes,No,0.09,Low Risk,🔒 Offer OnlineSecurity add-on
7399-QHBJS,72,66.75,Two year,Yes,Yes,0.01,Low Risk,✅ Monitor
0997-YTLNY,19,48.8,Month-to-month,Yes,No,0.15,Low Risk,🔒 Offer OnlineSecurity add-on
9479-HYNYL,71,80.7,Two year,Yes,No,0.0,,🔒 Offer OnlineSecurity add-on
9708-KFDBY,1,20.55,Month-to-month,No internet service,No internet service,0.12,Low Risk,📧 Send re-engagement email
3642-GKTCT,61,115.1,One year,Yes,Yes,0.03,Low Risk,✅ Monitor
0774-RMNUW,71,59.7,Two year,Yes,Yes,0.02,Low Risk,✅ Monitor
1334-PDUKM,68,86.45,One year,No,No,0.04,Low Risk,🎯 Assign dedicated support agent
0756-MPZRL,46,33.7,One year,Yes,No,0.09,Low Risk,🔒 Offer OnlineSecurity add-on
2242-MFOTG,33,80.1,One year,No,Yes,0.03,Low Risk,🎯 Assign dedicated support agent
2927-CVULT,53,104.05,Two year,Yes,Yes,0.11,Low Risk,✅ Monitor
2144-BFDSO,50,108.75,Month-to-month,No,Yes,0.08,Low Risk,🎯 Assign dedicated support agent
8745-PVESG,57,41.1,One year,Yes,Yes,0.01,Low Risk,✅ Monitor
7647-GYYKX,54,20.35,Two year,No internet service,No internet service,0.01,Low Risk,✅ Monitor
5647-FXOTP,60,105.9,Month-to-month,No,No,0.13,Low Risk,🎯 Assign dedicated support agent
9700-ISPUP,10,65.5,Month-to-month,Yes,No,0.4,Medium Risk,🔒 Offer OnlineSecurity add-on
9839-ETQOE,43,40.45,Month-to-month,No,Yes,0.08,Low Risk,💰 Offer annual plan discount
6078-VESFR,13,70.45,Month-to-month,No,No,0.13,Low Risk,🔒 Offer OnlineSecurity add-on
9027-TMATR,43,78.8,Two year,Yes,Yes,0.0,,✅ Monitor
1941-HOSAM,1,90.1,Month-to-month,No,No,0.31,Medium Risk,📧 Send re-engagement email
9110-HSGTV,69,82.45,Two year,Yes,Yes,0.01,Low Risk,✅ Monitor
0704-VCUMB,61,20.25,Two year,No internet service,No internet service,0.0,,✅ Monitor
6171-ZTVYB,43,66.25,Month-to-month,Yes,Yes,0.05,Low Risk,💰 Offer annual plan discount
1935-IMVBB,56,89.7,Month-to-month,No,No,0.14,Low Risk,🎯 Assign dedicated support agent
2535-PBCGC,70,64.55,Two year,Yes,Yes,0.0,,✅ Monitor
1470-PSXNM,49,93.65,One year,No,No,0.19,Low Risk,🎯 Assign dedicated support agent
2498-XLDZR,32,73.6,Two year,Yes,Yes,0.0,,✅ Monitor
9866-OCCKE,72,109.75,Two year,Yes,Yes,0.07,Low Risk,✅ Monitor
5338-YHWYT,37,61.45,Two year,Yes,Yes,0.0,,✅ Monitor
7718-UPSKJ,69,106.4,One year,Yes,Yes,0.04,Low Risk,✅ Monitor
8731-WBBMB,26,81.9,Month-to-month,Yes,No,0.02,Low Risk,🔒 Offer OnlineSecurity add-on
1448-CYWKC,58,105.2,One year,No,No,0.13,Low Risk,🎯 Assign dedicated support agent
7901-IIDQV,24,54.6,One year,Yes,No,0.03,Low Risk,🔒 Offer OnlineSecurity add-on
2690-DVRVK,5,20.55,One year,No internet service,No internet service,0.0,,✅ Monitor
1270-XKUCC,30,19.7,Two year,No internet service,No internet service,0.0,,✅ Monitor
0334-ZFJSR,55,66.05,One year,Yes,Yes,0.01,Low Risk,✅ Monitor
5583-EJXRD,44,54.05,Two year,Yes,Yes,0.03,Low Risk,✅ Monitor
4565-EVZMJ,47,58.9,One year,Yes,Yes,0.0,,✅ Monitor
3327-YBAKM,64,96.9,One year,Yes,Yes,0.04,Low Risk,✅ Monitor
9441-QHEVC,1,19.1,Month-to-month,No internet service,No internet service,0.01,Low Risk,📧 Send re-engagement email
6705-LNMDD,20,50.0,Month-to-month,Yes,No,0.1,Low Risk,🔒 Offer OnlineSecurity add-on
2580-ASVVY,37,45.4,Two year,Yes,Yes,0.03,Low Risk,✅ Monitor
3370-GQEAL,30,85.45,Month-to-month,No,No,0.21,Low Risk,🎯 Assign dedicated support agent
5032-USPKF,38,84.1,One year,No,Yes,0.07,Low Risk,🎯 Assign dedicated support agent
4254-QPEDE,52,66.25,Two year,Yes,Yes,0.02,Low Risk,✅ Monitor
6283-GITPX,71,76.9,Two year,Yes,Yes,0.03,Low Risk,✅ Monitor
0771-CHWSK,66,74.6,Two year,No,Yes,0.02,Low Risk,✅ Monitor
9788-HNGUT,72,116.95,Two year,Yes,Yes,0.01,Low Risk,✅ Monitor
9495-REDIY,25,40.65,One year,No,Yes,0.04,Low Risk,✅ Monitor
5375-XLDOF,69,114.35,Two year,Yes,Yes,0.08,Low Risk,✅ Monitor
1172-VIYBP,53,69.7,Two year,No,Yes,0.02,Low Risk,✅ Monitor
6559-PDZLR,26,98.65,Month-to-month,Yes,No,0.24,Low Risk,🔒 Offer OnlineSecurity add-on
8992-OBVDG,21,61.65,Month-to-month,No,No,0.06,Low Risk,🔒 Offer OnlineSecurity add-on
4273-MBHYA,1,89.35,Month-to-month,No,No,0.3,Low Risk,📧 Send re-engagement email
4724-WXVWF,48,95.4,Month-to-month,Yes,Yes,0.24,Low Risk,💰 Offer annual plan discount
5701-GUXDC,26,35.4,One year,No,Yes,0.05,Low Risk,✅ Monitor
1460-UZPRJ,60,19.95,Two year,No internet service,No internet service,0.0,,✅ Monitor
6082-GLJIX,18,19.25,Month-to-month,No internet service,No internet service,0.04,Low Risk,💰 Offer annual plan discount
2495-TTHBQ,4,20.4,One year,No internet service,No internet service,0.04,Low Risk,✅ Monitor
0485-ZBSLN,65,24.75,Two year,No internet service,No internet service,0.01,Low Risk,✅ Monitor
3810-PJUHR,70,25.35,Two year,No internet service,No internet service,0.0,,✅ Monitor
0847-HGRML,62,20.0,Two year,No internet service,No internet service,0.02,Low Risk,✅ Monitor
8232-CTLKO,66,59.75,Two year,No,Yes,0.03,Low Risk,✅ Monitor
9227-YBAXE,65,82.5,Two year,Yes,Yes,0.0,,✅ Monitor
9860-LISIZ,34,20.35,Month-to-month,No internet service,No internet service,0.01,Low Risk,💰 Offer annual plan discount
0112-QAWRZ,16,90.8,Month-to-month,No,No,0.17,Low Risk,🎯 Assign dedicated support agent
2786-GCDPI,50,104.95,Month-to-month,Yes,No,0.08,Low Risk,🔒 Offer OnlineSecurity add-on
4043-MKDTV,71,105.25,Two year,Yes,No,0.06,Low Risk,🔒 Offer OnlineSecurity add-on
9229-RQABD,18,23.75,One year,No internet service,No internet service,0.0,,✅ Monitor
8313-KTIHG,4,61.3,Month-to-month,Yes,No,0.08,Low Risk,🔒 Offer OnlineSecurity add-on
5320-BRKGK,58,75.8,Two year,Yes,Yes,0.01,Low Risk,✅ Monitor
6284-KMNUF,56,98.0,One year,No,Yes,0.2,Low Risk,🎯 Assign dedicated support agent
6229-UOLQL,56,52.0,One year,Yes,Yes,0.02,Low Risk,✅ Monitor
3137-LUPIX,4,64.4,Month-to-month,Yes,No,0.09,Low Risk,🔒 Offer OnlineSecurity add-on
6143-JQKEA,10,45.8,Month-to-month,No,No,0.24,Low Risk,🔒 Offer OnlineSecurity add-on
8676-OOQEJ,4,30.5,Month-to-month,Yes,No,0.09,Low Risk,🔒 Offer OnlineSecurity add-on
9701-CDXHR,51,69.15,Month-to-month,No,No,0.25,Low Risk,🔒 Offer OnlineSecurity add-on
8124-NZVGJ,6,49.25,One year,Yes,No,0.1,Low Risk,🔒 Offer OnlineSecurity add-on
2162-FRZAA,63,39.35,Two year,Yes,No,0.01,Low Risk,🔒 Offer OnlineSecurity add-on
5118-MUEYH,48,105.1,Month-to-month,Yes,No,0.15,Low Risk,🔒 Offer OnlineSecurity add-on
5627-TVBPP,35,20.1,One year,No internet service,No internet service,0.0,,✅ Monitor
3936-QQFLL,2,19.75,Month-to-month,No internet service,No internet service,0.03,Low Risk,📧 Send re-engagement email
2589-AYCRP,50,19.75,One year,No internet service,No internet service,0.01,Low Risk,✅ Monitor
4067-HLYQI,33,70.4,Month-to-month,No,No,0.75,High Risk,🔒 Offer OnlineSecurity add-on
5124-EOGYE,31,20.45,Two year,No internet service,No internet service,0.0,,✅ Monitor
5057-RKGLH,9,20.35,Two year,No internet service,No internet service,0.0,,✅ Monitor
0292-WEGCH,54,86.2,Month-to-month,Yes,No,0.04,Low Risk,🔒 Offer OnlineSecurity add-on
8910-ICHIU,46,95.65,One year,No,Yes,0.07,Low Risk,🎯 Assign dedicated support agent
4097-YODCF,34,103.8,One year,No,Yes,0.06,Low Risk,🎯 Assign dedicated support agent
9715-WZCLW,71,97.2,Two year,No,Yes,0.06,Low Risk,🎯 Assign dedicated support agent
9786-YWNHU,63,63.55,Two year,Yes,Yes,0.0,,✅ Monitor
6407-GSJNL,51,24.95,Two year,No internet service,No internet service,0.01,Low Risk,✅ Monitor
4049-ZPALD,64,99.0,Two year,No,Yes,0.05,Low Risk,🎯 Assign dedicated support agent
3733-UOCWF,61,85.55,One year,Yes,No,0.08,Low Risk,🔒 Offer OnlineSecurity add-on
6833-JMZYP,15,94.0,Month-to-month,No,No,0.21,Low Risk,🎯 Assign dedicated support agent
1310-QRITU,18,50.3,Month-to-month,No,No,0.32,Medium Risk,🔒 Offer OnlineSecurity add-on
8961-QDZZJ,57,95.0,One year,No,No,0.09,Low Risk,🎯 Assign dedicated support agent
9715-SBVSU,14,61.4,Two year,No,Yes,0.01,Low Risk,✅ Monitor
8490-BXHEO,18,80.55,Month-to-month,No,No,0.25,Low Risk,🎯 Assign dedicated support agent
7173-TETGO,72,78.5,Two year,No,Yes,0.01,Low Risk,✅ Monitor
7929-SKFGK,70,114.3,Two year,Yes,Yes,0.03,Low Risk,✅ Monitor
2300-RQGOI,38,20.05,Two year,No internet service,No internet service,0.0,,✅ Monitor
3563-SVYLG,68,62.65,Two year,Yes,Yes,0.02,Low Risk,✅ Monitor
6435-VWCCY,65,92.7,Two year,No,Yes,0.0,,🎯 Assign dedicated support agent
4998-IKFSE,30,100.45,Month-to-month,No,No,0.14,Low Risk,🎯 Assign dedicated support agent
8630-QSGXK,51,75.2,Two year,Yes,No,0.02,Low Risk,🔒 Offer OnlineSecurity add-on
2455-USLMV,31,84.75,Month-to-month,No,Yes,0.07,Low Risk,🎯 Assign dedicated support agent
9488-FVZCC,72,79.5,Two year,Yes,Yes,0.0,,✅ Monitor
5995-WWKKG,37,19.8,One year,No internet service,No internet service,0.0,,✅ Monitor
7879-CGSFV,55,100.9,One year,No,Yes,0.18,Low Risk,🎯 Assign dedicated support agent
9921-EZKBY,33,95.3,Month-to-month,No,Yes,0.1,Low Risk,🎯 Assign dedicated support agent
7432-FFVAR,46,90.95,One year,Yes,No,0.07,Low Risk,🔒 Offer OnlineSecurity add-on
7246-ZGQDF,1,54.5,Month-to-month,Yes,Yes,0.13,Low Risk,📧 Send re-engagement email
4456-RHSNB,19,49.6,Month-to-month,No,No,0.05,Low Risk,🔒 Offer OnlineSecurity add-on
2481-SBOYW,61,25.0,Two year,No internet service,No internet service,0.0,,✅ Monitor
7109-MFBYV,26,45.45,Month-to-month,No,No,0.02,Low Risk,🔒 Offer OnlineSecurity add-on
1833-TCXKK,45,107.75,Month-to-month,No,No,0.65,High Risk,🎯 Assign dedicated support agent
1832-PEUTS,62,89.1,Two year,No,No,0.0,,🎯 Assign dedicated support agent
8660-BUETV,3,44.75,Month-to-month,No,No,0.1,Low Risk,📧 Send re-engagement email
0580-PIQHM,41,101.6,One year,No,Yes,0.07,Low Risk,🎯 Assign dedicated support agent
5696-CEIQJ,67,103.15,Two year,Yes,No,0.04,Low Risk,🔒 Offer OnlineSecurity add-on
1696-HXOWK,71,95.65,One year,No,Yes,0.02,Low Risk,🎯 Assign dedicated support agent
3026-ATZYV,37,75.1,One year,No,Yes,0.07,Low Risk,✅ Monitor
4012-YCFAI,60,61.35,Two year,Yes,Yes,0.0,,✅ Monitor
9970-QBCDA,6,19.7,Month-to-month,No internet service,No internet service,0.16,Low Risk,✅ Monitor
9496-IVVRP,11,51.0,Month-to-month,No,Yes,0.05,Low Risk,✅ Monitor
2657-VPXTA,10,88.85,Month-to-month,No,No,0.22,Low Risk,🎯 Assign dedicated support agent
6551-VLJMV,34,20.05,Two year,No internet service,No internet service,0.0,,✅ Monitor
1221-GHZEP,62,65.1,Two year,Yes,Yes,0.01,Low Risk,✅ Monitor
9289-LBQVU,64,70.15,One year,Yes,No,0.06,Low Risk,🔒 Offer OnlineSecurity add-on
3458-IDMFK,25,20.75,Two year,No internet service,No internet service,0.01,Low Risk,✅ Monitor
6933-FHBZC,26,56.05,One year,No,No,0.13,Low Risk,🔒 Offer OnlineSecurity add-on
0221-NAUXK,10,19.95,One year,No internet service,No internet service,0.02,Low Risk,✅ Monitor
9770-KXGQU,53,98.6,One year,No,Yes,0.03,Low Risk,🎯 Assign dedicated support agent
6538-POCHL,33,79.0,Month-to-month,No,No,0.18,Low Risk,🔒 Offer OnlineSecurity add-on
6726-NNFWD,71,89.45,Two year,No,No,0.08,Low Risk,🎯 Assign dedicated support agent
3002-WQZWT,29,74.2,Month-to-month,No,No,0.15,Low Risk,🔒 Offer OnlineSecurity add-on
4277-UDIEF,24,81.0,Month-to-month,Yes,Yes,0.11,Low Risk,💰 Offer annual plan discount
1208-NBVFH,20,49.6,Month-to-month,No,No,0.08,Low Risk,🔒 Offer OnlineSecurity add-on
4912-PIGUY,1,84.6,Month-to-month,No,No,0.32,Medium Risk,📧 Send re-engagement email
2725-TTRIQ,72,84.2,Two year,Yes,Yes,0.0,,✅ Monitor
3374-TTZTK,52,106.3,Two year,Yes,Yes,0.04,Low Risk,✅ Monitor
8990-ZXLSU,9,69.05,Month-to-month,No,No,0.23,Low Risk,🔒 Offer OnlineSecurity add-on
2275-RBYQS,1,45.4,Month-to-month,No,No,0.26,Low Risk,📧 Send re-engagement email
4419-UJMUS,69,99.35,Two year,Yes,No,0.07,Low Risk,🔒 Offer OnlineSecurity add-on
7794-JASDG,1,50.75,Month-to-month,No,Yes,0.13,Low Risk,📧 Send re-engagement email
7609-YBPXG,54,87.1,Two year,Yes,Yes,0.03,Low Risk,✅ Monitor
5519-TEEUH,33,20.15,One year,No internet service,No internet service,0.03,Low Risk,✅ Monitor
7856-GANIL,45,98.7,One year,Yes,No,0.04,Low Risk,🔒 Offer OnlineSecurity add-on
0804-XBFBV,11,25.2,Month-to-month,No,No,0.11,Low Risk,🔒 Offer OnlineSecurity add-on
2676-OXPPQ,6,55.7,Month-to-month,No,Yes,0.1,Low Risk,✅ Monitor
3703-TTEPD,21,65.35,Month-to-month,No,Yes,0.06,Low Risk,💰 Offer annual plan discount
2799-TSLAG,65,25.3,Two year,No internet service,No internet service,0.0,,✅ Monitor
2208-NKVVH,43,24.25,Two year,No internet service,No internet service,0.0,,✅ Monitor
7139-JZFVG,60,60.5,Two year,No,Yes,0.01,Low Risk,✅ Monitor
4987-GQWPO,17,25.1,Month-to-month,No,No,0.04,Low Risk,🔒 Offer OnlineSecurity add-on
1757-TCATG,35,20.05,One year,No internet service,No internet service,0.0,,✅ Monitor
4776-XSKYQ,12,30.25,One year,Yes,No,0.07,Low Risk,🔒 Offer OnlineSecurity add-on
8048-DSDFQ,1,20.2,Month-to-month,No internet service,No internet service,0.42492841693546646,Medium Risk,📧 Send re-engagement email
5753-QQWPW,28,59.9,One year,Yes,Yes,0.05,Low Risk,✅ Monitor
6010-DDPPW,70,25.15,Two year,No internet service,No internet service,0.0,,✅ Monitor
6693-FRIRW,18,101.3,Month-to-month,No,No,0.19,Low Risk,🎯 Assign dedicated support agent
6586-MYGKD,70,76.95,Two year,Yes,Yes,0.07,Low Risk,✅ Monitor
3173-NVMPX,9,55.3,Month-to-month,No,No,0.07,Low Risk,🔒 Offer OnlineSecurity add-on
0248-PGHBZ,67,92.45,Two year,Yes,Yes,0.06,Low Risk,✅ Monitor
0623-GDISB,1,48.45,Month-to-month,No,Yes,0.2,Low Risk,📧 Send re-engagement email
2892-GESUL,18,19.35,Two year,No internet service,No internet service,0.0,,✅ Monitor
7472-EQOAV,71,86.7,One year,No,Yes,0.01,Low Risk,🎯 Assign dedicated support agent
2043-WVTQJ,1,55.7,Month-to-month,No,Yes,0.14,Low Risk,📧 Send re-engagement email
8034-RYTVV,55,84.25,One year,No,Yes,0.04,Low Risk,🎯 Assign dedicated support agent
3863-QSTYI,59,64.65,Month-to-month,Yes,No,0.04,Low Risk,🔒 Offer OnlineSecurity add-on
5044-LRQAQ,7,69.2,Month-to-month,No,No,0.18,Low Risk,🔒 Offer OnlineSecurity add-on
1716-LSAMB,45,54.65,Two year,Yes,Yes,0.02,Low Risk,✅ Monitor
1333-PBMXB,54,24.75,One year,No internet service,No internet service,0.0,,✅ Monitor
6546-OPBBH,51,23.95,One year,No internet service,No internet service,0.01,Low Risk,✅ Monitor
5985-BEHZK,72,105.0,One year,No,No,0.0,,🎯 Assign dedicated support agent
9127-QRZMH,44,59.85,One year,Yes,Yes,0.0,,✅ Monitor
5919-VCZYM,2,20.05,Month-to-month,No internet service,No internet service,0.0,,📧 Send re-engagement email
9644-KVCNC,66,92.15,One year,No,No,0.04,Low Risk,🎯 Assign dedicated support agent
2137-DQMEV,68,44.8,One year,No,Yes,0.01,Low Risk,✅ Monitor
8174-LNWMW,31,20.9,Two year,No internet service,No internet service,0.01,Low Risk,✅ Monitor
9279-CJEOJ,21,95.4,Month-to-month,No,No,0.66,High Risk,🎯 Assign dedicated support agent
7964-VEXDG,21,80.35,Month-to-month,No,Yes,0.11,Low Risk,🎯 Assign dedicated support agent
2404-JIBFC,55,85.1,Two year,Yes,Yes,0.01,Low Risk,✅ Monitor
8029-XYPWT,71,115.05,Two year,Yes,Yes,0.0,,✅ Monitor
4632-PAOYU,22,19.95,One year,No internet service,No internet service,0.0,,✅ Monitor
2990-OGYTD,67,86.15,Two year,Yes,No,0.0,,🔒 Offer OnlineSecurity add-on
6646-JPPHA,14,78.85,Month-to-month,No,Yes,0.04,Low Risk,💰 Offer annual plan discount
7658-UYUQS,21,86.55,Month-to-month,No,No,0.13,Low Risk,🎯 Assign dedicated support agent
7880-XSOJX,4,42.4,Month-to-month,Yes,Yes,0.23,Low Risk,✅ Monitor
4589-IUAJB,70,24.25,Two year,No internet service,No internet service,0.0,,✅ Monitor
8746-BFOAJ,21,20.5,One year,No internet service,No internet service,0.0,,✅ Monitor
8457-XIGKN,20,19.6,Month-to-month,No internet service,No internet service,0.15,Low Risk,💰 Offer annual plan discount
6072-NUQCB,22,20.25,One year,No internet service,No internet service,0.0,,✅ Monitor
8838-GPHZP,63,20.6,Two year,No internet service,No internet service,0.0,,✅ Monitor
8750-QWZAJ,70,19.8,Two year,No internet service,No internet service,0.0,,✅ Monitor
6918-UMQCG,5,80.2,Month-to-month,No,No,0.22,Low Risk,🎯 Assign dedicated support agent
0675-NCDYU,72,116.4,Two year,Yes,Yes,0.0,,✅ Monitor
6339-DKLMK,13,31.65,Month-to-month,No,No,0.2,Low Risk,🔒 Offer OnlineSecurity add-on
1346-PJWTK,61,94.15,Month-to-month,Yes,No,0.1,Low Risk,🔒 Offer OnlineSecurity add-on
5088-QZLRL,1,20.65,Month-to-month,No internet service,No internet service,0.22,Low Risk,📧 Send re-engagement email
8023-QHAIO,56,76.85,Month-to-month,Yes,No,0.03,Low Risk,🔒 Offer OnlineSecurity add-on
4397-FRLTA,4,20.15,Month-to-month,No internet service,No internet service,0.06,Low Risk,✅ Monitor
3057-VJJQE,35,55.25,Two year,No,Yes,0.01,Low Risk,✅ Monitor
2302-OUZXB,72,82.15,Two year,No,No,0.02,Low Risk,🎯 Assign dedicated support agent
8133-ANHHJ,49,103.0,One year,Yes,Yes,0.06,Low Risk,✅ Monitor
2270-CHBFN,44,95.1,Month-to-month,Yes,Yes,0.07,Low Risk,💰 Offer annual plan discount
5982-FPVQN,37,95.15,Month-to-month,No,No,0.17,Low Risk,🎯 Assign dedicated support agent
9107-UKCKY,61,79.8,One year,No,No,0.25,Low Risk,🔒 Offer OnlineSecurity add-on
4654-ULTTN,70,74.8,Two year,Yes,Yes,0.06,Low Risk,✅ Monitor
5546-BYZSM,41,20.45,Month-to-month,No internet service,No internet service,0.0,,💰 Offer annual plan discount
1492-KGETH,70,78.35,One year,Yes,Yes,0.07,Low Risk,✅ Monitor
4163-HFTUK,51,19.1,One year,No internet service,No internet service,0.0,,✅ Monitor
8215-NGSPE,42,20.0,Two year,No internet service,No internet service,0.0,,✅ Monitor
8859-YSTWS,48,19.95,One year,No internet service,No internet service,0.0,,✅ Monitor
7601-DHFWZ,48,24.0,Two year,No internet service,No internet service,0.01,Low Risk,✅ Monitor
1998-VHJHK,27,19.15,One year,No internet service,No internet service,0.0,,✅ Monitor
1707-HABPF,46,91.3,One year,No,No,0.08,Low Risk,🎯 Assign dedicated support agent
0487-VVUVK,25,19.15,Month-to-month,No internet service,No internet service,0.07,Low Risk,💰 Offer annual plan discount
5063-IUOKK,13,19.75,Two year,No internet service,No internet service,0.0,,✅ Monitor
4508-OEBEY,31,75.5,One year,Yes,Yes,0.02,Low Risk,✅ Monitor
0027-KWYKW,23,83.75,Month-to-month,No,No,0.22,Low Risk,🎯 Assign dedicated support agent
2308-STERM,2,19.4,Month-to-month,No internet service,No internet service,0.16,Low Risk,📧 Send re-engagement email
5982-XMDEX,65,26.5,Two year,No internet service,No internet service,0.0,,✅ Monitor
6051-PTVNS,55,19.15,One year,No internet service,No internet service,0.0,,✅ Monitor
2877-VDUER,35,40.9,One year,Yes,No,0.06,Low Risk,🔒 Offer OnlineSecurity add-on
9152-AMKAK,6,80.25,Two year,Yes,Yes,0.06,Low Risk,✅ Monitor
9432-VOFYX,17,70.8,Month-to-month,No,No,0.11,Low Risk,🔒 Offer OnlineSecurity add-on
8049-WJCLQ,10,60.2,Month-to-month,No,No,0.12,Low Risk,🔒 Offer OnlineSecurity add-on
6586-PSJOX,15,55.2,One year,Yes,No,0.09,Low Risk,🔒 Offer OnlineSecurity add-on
9705-ZJBCG,13,54.15,One year,Yes,Yes,0.02,Low Risk,✅ Monitor
6847-KJLTS,58,100.4,Month-to-month,Yes,No,0.18,Low Risk,🔒 Offer OnlineSecurity add-on
9670-BPNXF,45,62.55,One year,Yes,Yes,0.01,Low Risk,✅ Monitor
3913-FCUUW,72,70.45,Two year,Yes,Yes,0.0,,✅ Monitor
3301-VKTGC,68,85.5,One year,No,Yes,0.05,Low Risk,🎯 Assign dedicated support agent
9555-SAHUZ,38,54.5,Month-to-month,No,Yes,0.03,Low Risk,💰 Offer annual plan discount
0816-TSPHQ,2,20.75,Month-to-month,No internet service,No internet service,0.07,Low Risk,📧 Send re-engagement email
9932-WBWIK,11,20.35,Month-to-month,No internet service,No internet service,0.03,Low Risk,✅ Monitor
4619-EVPHY,20,91.0,One year,No,No,0.21,Low Risk,🎯 Assign dedicated support agent
5286-YHCVC,72,104.8,Two year,No,No,0.02,Low Risk,🎯 Assign dedicated support agent
9115-YQHGA,40,51.1,Month-to-month,Yes,No,0.09,Low Risk,🔒 Offer OnlineSecurity add-on
4462-CYWMH,62,89.8,Month-to-month,No,No,0.13,Low Risk,🎯 Assign dedicated support agent
8963-MQVYN,22,20.55,Month-to-month,No internet service,No internet service,0.01,Low Risk,💰 Offer annual plan discount
2458-EOMRE,11,64.05,Month-to-month,No,Yes,0.07,Low Risk,✅ Monitor
9334-GWGOW,7,74.85,Month-to-month,No,No,0.79,High Risk,🔒 Offer OnlineSecurity add-on
6542-LWGXJ,3,25.0,Month-to-month,No,No,0.42,Medium Risk,📧 Send re-engagement email
5567-GZKQY,58,20.3,Two year,No internet service,No internet service,0.0,,✅ Monitor
1222-LRYKO,6,26.35,Month-to-month,No internet service,No internet service,0.04,Low Risk,✅ Monitor
